,index,amount,unit,reference product,name,location,database,"IPCC 2021 | climate change: total (excl. biogenic CO2, incl. SLCFs) | global warming potential (GWP100)","IPCC 2021 (incl. biogenic CO2) | climate change: total (incl. biogenic CO2, incl. SLCFs) | global warming potential (GWP100)",Ecological Scarcity 2021 | total | UBP,EF v3.1 | ecotoxicity: freshwater | comparative toxic unit for ecosystems (CTUe),EF v3.1 | human toxicity: carcinogenic | comparative toxic unit for human (CTUh),EF v3.1 | human toxicity: non-carcinogenic | comparative toxic unit for human (CTUh)
0,"textile, nonwoven polyester | market for textile, nonwoven polyester | GLO | kilogram | Plastics_Production2",1.0,kilogram,"textile, nonwoven polyester","market for textile, nonwoven polyester",GLO,Plastics_Production2,1.2192485201464007,1.165941771782113,3206.458600132112,7.694354801089103,7.339078712577536e-10,1.2587143731656956e-08
